Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Newbury Hotel,http://www.thenewburyhotel.com,+353(0)449342888,-7.347025,53.52424499999999,Westmeath,Mullingar,Republic of Ireland,Hotel,4,54
Hotel Doolin,http://www.hoteldoolin.ie,+353(0)657074111,-9.377032,53.015966000000006,Clare,Doolin,Republic of Ireland,Hotel,5,372
The Westgrove Hotel,http://www.westgrovehotel.com,+353(0)45989900,-6.681839696,53.28965436,Kildare,Clane,Republic of Ireland,Hotel,4,292
Clayton Whites Hotel,http://www.claytonwhiteshotel.com,+353(0)539122311,-6.464048,52.340352,Wexford,Wexford,Republic of Ireland,Hotel,4,278
Scholars Townhouse Hotel,http://www.scholarshotel.com,+353(0)419835410,-6.348663,53.717985,Louth,Drogheda,Republic of Ireland,Hotel,5,348
Ballykisteen Holiday Cottages,http://www.ballykisteenhotel.com/accommodation/self-catering_lodges,+353(0)6233333,-8.216348467000001,52.50155872,Tipperary,Limerick Junction,Republic of Ireland,Self Catering,4,6
Anglers Rest Hotel,http://www.anglersresthotel.com,+353(0)9335528,-9.106682000000001,53.469494999999995,Galway,Headford,Republic of Ireland,Hotel,1,120
Airport View House Hotel,http://www.airportviewhotel.ie,+353(0)18438756,-6.196715,53.50643,Dublin,Lusk,Republic of Ireland,Hotel,3,50
Maldron Hotel Smithfield,https://www.maldronhotelsmithfield.com/,+353(0)14850900,-6.278595,53.349367,Dublin,Dublin 7,Republic of Ireland,Hotel,2,192
Westenra Arms Hotel,http://www.westenrahotel.com,+353(0)4774400,-6.969160596,54.24878512,Monaghan,Monaghan,Republic of Ireland,Hotel,4,326
Maldron Hotel Limerick,http://www.maldronhotels.com/limerick,+353(0)61436100,-8.61858,52.64735699999999,Limerick,Roxboro,Republic of Ireland,Hotel,3,235
Maldron Hotel Portlaoise,http://www.maldronhotelportlaoise.com,+353(0)578695900,-7.301374000000001,53.014317000000005,Laois,Portlaoise,Republic of Ireland,Hotel,2,239
Amber Springs Hotel & Health Spa,http://www.amberspringshotel.ie,+353(0)539484000,-6.290339,52.668124,Wexford,Gorey,Republic of Ireland,Hotel,5,159
Waterville Holiday Cottages,http://www.tridentholidayhomes.ie/Self-Catering/Ireland/Kerry/Waterville/Waterville-Holiday-Homes-(2).aspx,+353(0)12018479,-10.173611,51.837740000000004,Kerry,Waterville,Republic of Ireland,Self Catering,4,27
Coachmans Hotel,http://www.thecoachmans.com,+353(0)646641311,-9.583692999999998,51.879458,Kerry,Kenmare,Republic of Ireland,Hotel,4,139
Cooneys Hotel,http://www.cooneyshotel.com,+353(0)906438180,-7.764421055,53.56386916,Longford,Ballymahon,Republic of Ireland,Hotel,2,337
Station House Hotel Letterkenny,http://www.stationhouseletterkenny.com,+353(0)749123100,-7.740214,54.945682,Donegal,Letterkenny,Republic of Ireland,Hotel,2,304
Carlton Hotel Dublin Airport,http://www.carltondublinairport.com,+353(0)18667500,-6.240896,53.41536,Dublin,Dublin Airport,Republic of Ireland,Hotel,5,364
"Knightsbrook Hotel, Spa and Golf Resort",http://www.knightsbrook.com,+353(0)469482100,-6.7644,53.548435,Meath,Trim,Republic of Ireland,Hotel,2,361
The Marina Hotel,http://www.leitrimmarinahotel.com/,+353(0)719623644,-8.066913954,53.98858939,Leitrim,Carrick on Shannon,Republic of Ireland,Hotel,1,51
The Grand Hotel,http://www.grandhotelfermoy.ie,+353(0)2540966,-8.276072000000001,52.138309,Cork,Fermoy,Republic of Ireland,Hotel,1,345
Deerpark Manor B&B,http://www.deerparkmanorbandb.com,+353(0)949251078,-8.943372,53.938154000000004,Mayo,Swinford,Republic of Ireland,B & B,1,16
Abbey View B&B,http://www.abbeyview.ie,+353(0)6741554,-8.169705,52.864012,Tipperary,Nenagh,Republic of Ireland,B & B,5,18
Mount Falcon Holiday Cottages,http://www.mountfalcon.com,+353(0)9674472,-9.151641999999999,54.066826,Mayo,Ballina,Republic of Ireland,Self Catering,1,16
Coosan Cottage Ecolodge Hotel,http://www.ecoguesthouse.com,+353(0)906473468,-7.934035000000001,53.448728,Westmeath,Athlone,Republic of Ireland,Hotel,5,261
Doonbeg Holiday Cottages,http://www.trumphotelcollection.com/ireland,+353(0)659055602,-9.499873,52.747606000000005,Clare,Doonbeg,Republic of Ireland,Self Catering,1,15
Clara Cottages,http://www.claracottagedunfanaghy.com,+44(0)2890647292,-7.971342999999999,55.18028399999999,Donegal,Dunfanaghy,Republic of Ireland,Self Catering,2,26
Harkaway Cottages,http://www.harkawaycottages.ie,+353(0)2226337,-8.513414,52.189683,Cork,Castletownroche,Republic of Ireland,Self Catering,1,34
Alder Cottage,http://www.barncottageholidayhomes.com,+353(0)749137314,-7.7342267829999995,54.95475454,Donegal,Letterkenny,Republic of Ireland,Self Catering,5,4
Gaultier Lodge,http://www.gaultierlodge.com,+353(0)51382549,-6.9835281170000005,52.19284329999999,Waterford,Woodstown,Republic of Ireland,Self Catering,4,17
River Forest Hotel,http://www.riverforesthotel.com,+353(0)16245678,-6.486982,53.371044,Kildare,Leixlip,Republic of Ireland,Hotel,1,271
Tullyarvan Mill Hostel,http://www.tullyarvanmill.com,+353(0)749361613,-7.452635839,55.14405458,Donegal,Buncrana,Republic of Ireland,Hostel,5,138
Mullagh Cottage - Árd Aoibhinn,http://www.loughmaskholidays.com,+353(0)949544009,-9.385321000000001,53.63880699999999,Mayo,Tourmakeady,Republic of Ireland,Self Catering,1,24
Kellys Cottage,http://www.irelandsheart.com/kellys.htm,+353(0)906663582,-8.26415724,53.61441199,Roscommon,Fuerty,Republic of Ireland,Self Catering,1,33
The Welcome Lodge,http://www.harleypark.ie,+353(0)529154109,-7.462855857,52.56839947,Kilkenny,Callan,Republic of Ireland,Self Catering,2,13
Knockanore Farm Lodges,http://www.knockanorefarm.com,+353(0)567724125,-7.140865572,52.52529757,Kilkenny,Thomastown,Republic of Ireland,Self Catering,1,15
Montenotte Hotel,http://www.themontenottehotel.com,+353(0)214530050,-8.452177,51.904551,Cork,Cork,Republic of Ireland,Hotel,2,173
Castlemartyr Holiday Lodges & Mews,http://www.tridentholidayhomes.ie/Self-Catering/Ireland/Cork/Castlemartyr-Holiday-Homes.aspx,+353(0)12018479,-8.062864,51.911264,Cork,Castlemartyr,Republic of Ireland,Self Catering,1,12
"Westport Plaza Hotel Spa, Leisure and Conference",http://www.westportplazahotel.ie,+353(0)9851166,-9.519417,53.801053,Mayo,Westport,Republic of Ireland,Hotel,2,311
Lakeside Holiday Cottages,http://www.tridentholidayhomes.ie/rentals/house-killaloe-lakeside-holiday-homes-204794.html,+353(0)12018479,-8.454272,52.812596,Clare,Killaloe,Republic of Ireland,Self Catering,5,24
The Avenue Holiday Cottages,http://www.themalton.com/self-catering-maltonhotel-killarney.html,+353(0)646638000,-9.500677,52.058535,Kerry,Killarney,Republic of Ireland,Self Catering,4,27
Castle Leslie Village  Cottages,http://www.castleleslie.com/luxury-cottages-ireland.html,+353(0)4788100,-6.889742,54.319839,Monaghan,Glaslough,Republic of Ireland,Self Catering,4,28
Montenotte Holiday Apartments,http://www.themontenottehotel.com,+353(0)214530050,-8.452177,51.904551,Cork,Montenotte,Republic of Ireland,Self Catering,2,37
Kinsale Hotel & Spa,https://www.kinsalehotelandspa.ie/,+353(0)214706000,-8.465532000000001,51.698582,Cork,Kinsale,Republic of Ireland,Hotel,3,237
Castle Dargan Hotel,http://www.castledargan.com,+353(0)719118080,-8.436796000000001,54.19783,Sligo,Ballygawley,Republic of Ireland,Hotel,4,118
Clonmel Park Hotel,http://www.clonmelparkhotel.com,+353(0)526188700,-7.738785000000001,52.356574,Tipperary,Clonmel,Republic of Ireland,Hotel,5,317
Metro Hotel Dublin Airport,http://www.metrohoteldublinairport.com,+353(0)18669500,-6.263943,53.400918000000004,Dublin,Dublin Airport,Republic of Ireland,Hotel,2,110
Farren Lee Holiday Cottages,http://www.leevalleygcc.ie,+353(0)217331721,-8.700742,51.890291,Cork,Ovens,Republic of Ireland,Self Catering,1,20
Kenmare Bay Cottages,http://www.kenmarebayhotel.com/kenmare-self-catering/,+353(0)646641300,-9.602393,51.88135,Kerry,Kenmare,Republic of Ireland,Self Catering,4,35
The River Lee Hotel,http://www.doylecollection.com/hotels/the-river-lee-hotel,+353(0)214252700,-8.484986,51.89585,Cork,Cork City,Republic of Ireland,Hotel,5,328
Knightsbrook Holiday Cottages,http://www.knightsbrook.com/knightsbrook-accommodation-self-catering.html,+353(0)469482100,-6.7644,53.548435,Meath,Trim,Republic of Ireland,Self Catering,1,34
Abbey Court Hotel Lodges,http://www.abbeycourt.ie/self-catering-breaks-ireland.html,+353(0)6741111,-8.190088000000001,52.864706000000005,Tipperary,Nenagh,Republic of Ireland,Hotel,5,221
Avlon House B&B,http://www.carlowbedandbreakfast.com/,+353(0)599174222,-6.9171320000000005,52.84206700000001,Carlow,Carlow,Republic of Ireland,B & B,3,19
The McWilliam Park Hotel,http://www.mcwilliampark.ie,+00353(0)949378000,-8.989508,53.725436,Mayo,Claremorris,Republic of Ireland,Hotel,2,188
Baileys Hotel Cashel,http://www.baileyshotelcashel.com,+00353(0)6261937,-7.889988000000001,52.515786,Tipperary,Cashel,Republic of Ireland,Hotel,3,108
An Grianan Hotel,http://www.angriananhotel.com,+353(0)749368900,-7.433732000000001,55.038929,Donegal,Burt,Republic of Ireland,Hotel,5,385
CityNorth Hotel,http://www.citynorthhotel.com,+353(0)16906666,-6.257666,53.639253000000004,Meath,Gormanston,Republic of Ireland,Hotel,5,105
Fern Cottage,http://www.ferncottageDonegal.com,+353(0)749137222,-7.879875999999999,54.972828,Donegal,Letterkenny,Republic of Ireland,Self Catering,5,6
Aspect Hotel Dublin Parkwest,http://www.aspecthotelparkwest.com,+353(0)16429100,-6.374943,53.33303299999999,Dublin,Dublin City,Republic of Ireland,Hotel,5,50
Kilkenny House Hotel,http://www.kilkennyhousehotel.ie,+353(0)567770711,-7.266692999999999,52.667287,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,1,70
Beaufort Lodge,http://www.Beaufort-Lodge.com,+353(0)646624822,-9.633578,52.066896,Kerry,Killarney,Republic of Ireland,Self Catering,4,12
Aran Islands Hotel,http://www.aranislandshotel.com,+353(0)9961104,-9.675611717,53.11780224,Galway,Aran Islands,Republic of Ireland,Hotel,4,302
Yellow House Bed & Breakfast,,+353(0)469073338,-6.672466,53.641785,Meath,Navan,Republic of Ireland,B & B,2,8
Fitzwilton Hotel,http://www.fitzwiltonhotel.ie,+353(0)51846900,-7.119683,52.263378,Waterford,Waterford,Republic of Ireland,Hotel,1,50
Naas Court Hotel,http://www.naascourthotel.com/,+353(0)45866073,-6.664991464,53.21650445,Kildare,Naas,Republic of Ireland,Hotel,3,119
Parkview Hotel,http://www.parkviewhotel.ie,+353(0)12015600,-6.1125680000000004,53.092096,Wicklow,Newtown Mount Kennedy,Republic of Ireland,Hotel,5,282
Cork International Hotel,http://www.corkinternationalairporthotel.com/,+353(0)214549800,-8.484975,51.851739,Cork,Cork City,Republic of Ireland,Hotel,5,300
Earls Court Hotel,http://www.killarney-earlscourt.ie,+353(0)646634009,-9.504769,52.051678,Kerry,Killarney,Republic of Ireland,Hotel,1,220
Murphy's Hotel,http://www.murphyshotel.ie,+353(0)719185598,-8.731330999999999,54.053297,Sligo,Tubbercurry,Republic of Ireland,Hotel,1,273
Athlone Springs Hotel,http://www.athlonespringshotel.com,+353(0)906444444,-7.997273,53.421553,Westmeath,Athlone,Republic of Ireland,Hotel,5,333
The George Boutique Hotel,http://www.thegeorgeboutiquehotel.com/,+353(0)61460400,-8.628913,52.662519999999994,Limerick,Limerick City,Republic of Ireland,Hotel,4,53
Breaffy Woods Hotel,http://www.breaffyhouseresort.com,+353(0)949022033,-9.236819,53.844787,Mayo,Castlebar F23 R253,Republic of Ireland,Hotel,1,153
Pillo Hotel Ashbourne,http://www.pillohotelashbourne.com,+353(0)18350800,-6.4140760000000006,53.52601,Meath,Ashbourne,Republic of Ireland,Hotel,3,174
Inishbofin House Hotel,http://www.inishbofinhouse.com,+353(0)9545809,-10.206114999999999,53.613712,Galway,Inishbofin Island,Republic of Ireland,Hotel,5,98
Maritime Hotel,http://www.themaritime.ie,+353(0)2754700,-9.457125,51.680043,Cork,Bantry,Republic of Ireland,Hotel,4,132
Park Hotel Kiltimagh,http://www.parkhotelmayo.com,+353(0)949374922,-8.99342,53.857489,Mayo,Kiltimagh,Republic of Ireland,Hotel,4,287
Moyvalley Hotel,http://www.moyvalley.com/,+353(0)469548000,-6.923069571,53.41901509,Kildare,Moyvalley,Republic of Ireland,Hotel,2,147
Fota Island Lodges,http://www.fotaisland.ie/Fota-Island-Lodges,+353(0)214883700,-8.295608,51.897605,Cork,Cork City,Republic of Ireland,Self Catering,2,10
Sneem Hotel,http://www.sneemhotel.com,+353(0)646675100,-9.899262,51.833769000000004,Kerry,Sneem,Republic of Ireland,Hotel,4,344
Arthur's Lodge Wood,http://www.arthurslodgewood.com,+353(0)646641753,-9.576765,51.881009999999996,Kerry,Kenmare,Republic of Ireland,Self Catering,3,37
Currane Lodge,http://www.curranelodge.ie,+353(0)669474073,-10.142180999999999,51.843299,Kerry,Waterville,Republic of Ireland,Self Catering,3,37
Maldron Hotel Tallaght,http://www.maldronhoteltallaght.com/,+353(0)14685400,-6.376271,53.28395,Dublin,Tallaght,Republic of Ireland,Hotel,1,357
The Lodge At Castle Leslie Estate,http://www.castleleslie.com,+353(0)4788100,-6.895825,54.316281999999994,Monaghan,Glaslough,Republic of Ireland,Self Catering,4,26
Clayton Hotel,http://www.claytonhotelgalway.ie/,+353(0)91721900,-8.988789,53.291675,Galway,Galway,Republic of Ireland,Hotel,1,234
Doire Farm Cottages,http://www.kenmareholidaycottages.com/,+353(0)646685312,-9.491088145,51.90355772,Kerry,Kenmare,Republic of Ireland,Self Catering,1,31
Ethan House B&B,http://www.rosscarbery.ie/ethan-house-bb/,+353(0)238848795,-9.034592,51.576062,Cork,Rosscarbery,Republic of Ireland,B & B,3,6
Powerscourt Hotel Resort Spa,http://www.powerscourthotel.com/,+353(0)12748888,-6.180321,53.185287,Wicklow,Enniskerry,Republic of Ireland,Hotel,3,144
The Dolphin Hotel and Restaurant,http://www.dolphinhotel.ie,+353(0)9545991,-10.198561,53.615728000000004,Galway,Inishbofin Island,Republic of Ireland,Hotel,3,283
Glashaus Hotel,http://www.glashaushotel.ie/,+353(0)15381410,-6.374024867,53.28785099,Dublin,Tallaght,Republic of Ireland,Hotel,1,240
The Killeshin Hotel,http://www.thekilleshin.com,+353(0)578631200,-7.27226,53.040231000000006,Laois,Portlaoise,Republic of Ireland,Hotel,5,219
Waterford Castle Garden Lodges & Golf Resort,http://www.waterfordcastleresort.com/Luxury-lodges.html,+353(0)51878203,-7.059410000000001,52.253375,Waterford,Ballinakill,Republic of Ireland,Self Catering,3,34
Limerick Strand Hotel,http://www.strandhotellimerick.ie,+353(0)61421800,-8.632328999999999,52.666288,Limerick,Limerick City Centre,Republic of Ireland,Hotel,4,289
Kinnitty Castle Hotel,http://www.kinnittycastlehotel.com,+353(0)579137318,-7.697808,53.102557,Offaly,Birr,Republic of Ireland,Hotel,3,268
Seafield Hotel & Spa Resort,http://www.seafieldhotel.com,+353(0)539424000,-6.214066000000001,52.675194,Wexford,Gorey,Republic of Ireland,Hotel,4,248
Friary Brae Cottage,http://www.lougheskecottages.com,+353(0)749721746,-8.065773,54.70845799999999,Donegal,Donegal Town,Republic of Ireland,Self Catering,3,13
Absolute Hotel Limerick,http://www.absolutehotel.com,+353(0)61463600,-8.619591,52.667163,Limerick,Limerick City,Republic of Ireland,Hotel,2,97
The Savoy Hotel,http://www.savoylimerick.com/,+353(0)61448700,-8.629061,52.663152000000004,Limerick,Limerick City,Republic of Ireland,Hotel,3,225
The Rose Hotel,http://www.therosehotel.com,+353(0)667199100,-9.700683,52.263633,Kerry,Tralee,Republic of Ireland,Hotel,1,119
Downings Coastguard Cottages,http://www.coastguardcottages.ie,+353(0)879589087,-7.819779669,55.19273561,Donegal,Downings,Republic of Ireland,Self Catering,5,33
Cork's Vienna Woods Holiday Cottages,http://www.viennawoodshotel.com/self-catering-cork.html,+353(0)214556800,-8.402982000000002,51.911975,Cork,Glanmire,Republic of Ireland,Self Catering,3,27
Royal Marine Hotel,http://www.royalmarine.ie/en/,+353(0)12300030,-6.133878,53.292249,Dublin,Dun Laoghaire,Republic of Ireland,Hotel,4,266
Hotel Castlepollard,http://www.hotelcastlepollard.ie,+353(0)449661194,-7.298798,53.679217,Westmeath,Castlepollard,Republic of Ireland,Hotel,3,78
Radisson Blu Royal Hotel Dublin,https://www.radissonhotels.com/en-us/hotels/radisson-blu-dublin,+353(0)18982900,-6.2682150000000005,53.34094,Dublin,Dublin City,Republic of Ireland,Hotel,2,326
Louis Fitzgerald Hotel,http://www.louisfitzgeraldhotel.com/,+353(0)14033300,-6.384258999999999,53.315560999999995,Dublin,Dublin 22,Republic of Ireland,Hotel,1,203
Kettle's Country House Hotel,http://www.kettleshotel.ie,+353(0)18138511,-6.28824,53.482443999999994,Dublin,Swords,Republic of Ireland,Hotel,4,395
Berehaven Lodge,http://www.berehavenlodge.com,+353(0)2771464,-9.83455,51.659147999999995,Cork,Castletownbere,Republic of Ireland,Self Catering,2,31
Kingswood Hotel Citywest,https://www.kingswoodhotelcitywest.com/,+353(0)14619900,-6.4195459999999995,53.301283,Dublin,Clondalkin,Republic of Ireland,Hotel,4,322
The Ice House Hotel,http://www.theicehouse.ie,+353(0)9623500,-9.14009821,54.12737534,Mayo,Ballina,Republic of Ireland,Hotel,5,263
Pembroke Hotel,http://www.pembrokekilkenny.com,+353(0)567783500,-7.2513309999999995,52.649364,Kilkenny,Kilkenny,Republic of Ireland,Hotel,5,179
Charleville Park Hotel & Leisure Club,http://www.charlevilleparkhotel.com,+353(0)6333700,-8.683255,52.364364,Cork,Charleville,Republic of Ireland,Hotel,5,244
Annebrook House Hotel,http://www.annebrook.ie,+353(0)449353300,-7.3386130000000005,53.525013,Westmeath,Mullingar,Republic of Ireland,Hotel,4,225
Shearwater Hotel,http://www.shearwaterhotel.com,+353(0)909630400,-8.219521236,53.32646218,Galway,Ballinasloe,Republic of Ireland,Hotel,5,278
Moycarn Lodge and Marina,http://www.moycarnlodge.ie,+353(0)909645050,-8.197103,53.321448,Galway,Ballinasloe,Republic of Ireland,Self Catering,1,6
Dublin Citi Hotel,http://www.dublincitihotel.com,+353(0)16794455,-6.263612999999999,53.344328000000004,Dublin,Dublin City,Republic of Ireland,Hotel,5,395
Deebert House Hotel,http://www.deeberthousehotel.com,+353(0)6331200,-8.570646,52.400813,Limerick,Kilmallock,Republic of Ireland,Hotel,1,250
"Lough Eske Castle, a Solis Hotel & Spa",http://www.solishotels.com/lougheskecastle/default-en.html,+353(0)749725100,-8.066015,54.688356999999996,Donegal,Donegal Town,Republic of Ireland,Hotel,2,61
Jacob's Well B&B,http://www.jacobswellrathdrum.com,+353(0)40446620,-6.230793,52.932588,Wicklow,Rathdrum,Republic of Ireland,B & B,2,6
Grove Lodge,,+353(0)872494854,-6.964813,54.315495,Monaghan,Emyvale,Republic of Ireland,Self Catering,1,18
Coach House Hotel,http://www.coachhousehotel.ie,+353(0)91788367,-8.930024000000001,53.268623,Galway,Oranmore,Republic of Ireland,Hotel,1,140
Ashford Cottages,http://ashfordselfcatering.com/,+353(0)40440831,-6.103141,53.00147,Wicklow,Ashford,Republic of Ireland,Self Catering,1,31
The Clonakilty Hotel,http://www.theclonakilty.com,+353(0)238858866,-8.88541503,51.62315548,Cork,Clonakilty,Republic of Ireland,Hotel,3,325
Sheraton Athlone Hotel,http://www.sheratonathlonehotel.com,+353(0)906451000,-7.934963000000001,53.423562,Westmeath,Athlone,Republic of Ireland,Hotel,4,229
Glengarriff Park Hotel & Spa,http://www.glengarriffpark.com,+353(0)2763000,-9.549663,51.750359,Cork,Glengarriff,Republic of Ireland,Hotel,1,322
Limestone Lodge,http://www.limestone-lodge.com,+353(0)872577718,-7.450328999999999,54.00063000000001,Cavan,Killykeen,Republic of Ireland,Self Catering,5,12
Park Place Apartments,http://www.parkplacekillarney.com,+353(0)646671281,-9.511071000000001,52.061607,Kerry,Killarney,Republic of Ireland,Self Catering,3,32
